1,4,0
2,0,7.2959
3,2,20.224
4,0,24.064
5,2,27.136
6,0,31.488
7,2,33.408
8,0,38.272
9,2,40.192
10,3,40.704
11,2,43.392
12,3,47.104
13,2,51.584
14,3,68.736
15,0,75.136
16,2,82.432
17,0,85.632
18,2,88.704
19,0,93.056
20,2,95.616
21,0,99.712
22,2,101.5
23,3,102.53
24,0,109.44
25,1,116.86
26,0,123.65
27,2,130.69
28,3,136.83
29,2,140.42
30,3,143.62
31,2,147.2
32,1,198.78
